country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Latvia,LV,LVA,428,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,52.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Latvia,LV,LVA,428,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,77.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Latvia,LV,LVA,428,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,65.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lebanon,LB,LBN,422,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lebanon,LB,LBN,422,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lebanon,LB,LBN,422,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lesotho,LS,LSO,426,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,5.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lesotho,LS,LSO,426,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,14.8,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lesotho,LS,LSO,426,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Liberia,LR,LBR,430,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.4,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Liberia,LR,LBR,430,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,26.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Liberia,LR,LBR,430,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lithuania,LT,LTU,440,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,58.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lithuania,LT,LTU,440,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,81.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Lithuania,LT,LTU,440,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,70.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Luxembourg,LU,LUX,442,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,79.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Luxembourg,LU,LUX,442,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,92.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Luxembourg,LU,LUX,442,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,86.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Madagascar,MG,MDG,450,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Madagascar,MG,MDG,450,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Madagascar,MG,MDG,450,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malawi,MW,MWI,454,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malawi,MW,MWI,454,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malawi,MW,MWI,454,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,14,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malaysia,MY,MYS,458,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,9.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malaysia,MY,MYS,458,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,25.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malaysia,MY,MYS,458,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Maldives,MV,MDV,462,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Maldives,MV,MDV,462,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,5.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Maldives,MV,MDV,462,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mali,ML,MLI,466,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mali,ML,MLI,466,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mali,ML,MLI,466,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malta,MT,MLT,470,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,36,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malta,MT,MLT,470,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,64.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Malta,MT,MLT,470,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,49.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritania,MR,MRT,478,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritania,MR,MRT,478,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritania,MR,MRT,478,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritius,MU,MUS,480,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritius,MU,MUS,480,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,28.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mauritius,MU,MUS,480,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,19.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mexico,MX,MEX,484,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mexico,MX,MEX,484,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,39.8,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mexico,MX,MEX,484,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,28.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,8.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mongolia,MN,MNG,496,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mongolia,MN,MNG,496,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,29.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mongolia,MN,MNG,496,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Montenegro,ME,MNE,499,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,26.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Montenegro,ME,MNE,499,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,53.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Montenegro,ME,MNE,499,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,40.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Morocco,MA,MAR,504,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Morocco,MA,MAR,504,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Morocco,MA,MAR,504,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mozambique,MZ,MOZ,508,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mozambique,MZ,MOZ,508,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.4,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Mozambique,MZ,MOZ,508,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Myanmar,MM,MMR,104,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,8.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Myanmar,MM,MMR,104,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Myanmar,MM,MMR,104,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,16.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Namibia,,NAM,516,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.4,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Namibia,,NAM,516,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,27,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Namibia,,NAM,516,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nauru,NR,NRU,520,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nauru,NR,NRU,520,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nauru,NR,NRU,520,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nepal,NP,NPL,524,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,9.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nepal,NP,NPL,524,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,24.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nepal,NP,NPL,524,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Netherlands,NL,NLD,528,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,47.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Netherlands,NL,NLD,528,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,74,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Netherlands,NL,NLD,528,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,60.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
New Zealand,NZ,NZL,554,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,50.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
New Zealand,NZ,NZL,554,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,76.4,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
New Zealand,NZ,NZL,554,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,63.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nicaragua,NI,NIC,558,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.4,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nicaragua,NI,NIC,558,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,29,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nicaragua,NI,NIC,558,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niger,NE,NER,562,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niger,NE,NER,562,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niger,NE,NER,562,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nigeria,NG,NGA,566,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,22.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nigeria,NG,NGA,566,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,51.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Nigeria,NG,NGA,566,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,37.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niue,NU,NIU,570,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niue,NU,NIU,570,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,29.8,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Niue,NU,NIU,570,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,25.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,52.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,39.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Norway,NO,NOR,578,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,56.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Norway,NO,NOR,578,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Norway,NO,NOR,578,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,68.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Oman,OM,OMN,512,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Oman,OM,OMN,512,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Oman,OM,OMN,512,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Pakistan,PK,PAK,586,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Pakistan,PK,PAK,586,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Pakistan,PK,PAK,586,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Panama,PA,PAN,591,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Panama,PA,PAN,591,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,45.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Panama,PA,PAN,591,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,33.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Papua New Guinea,PG,PNG,598,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Papua New Guinea,PG,PNG,598,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.8,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Papua New Guinea,PG,PNG,598,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Paraguay,PY,PRY,600,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Paraguay,PY,PRY,600,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Paraguay,PY,PRY,600,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Peru,PE,PER,604,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,24.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Peru,PE,PER,604,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,51.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Peru,PE,PER,604,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,38.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Philippines,PH,PHL,608,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Philippines,PH,PHL,608,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,29.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Philippines,PH,PHL,608,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,20.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Poland,PL,POL,616,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,41.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Poland,PL,POL,616,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,69.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Poland,PL,POL,616,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,55.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Portugal,PT,PRT,620,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,44.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Portugal,PT,PRT,620,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,71.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Portugal,PT,PRT,620,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,58,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Qatar,QA,QAT,634,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Qatar,QA,QAT,634,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Qatar,QA,QAT,634,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,25.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Korea, Republic of",KR,KOR,410,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,35.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Korea, Republic of",KR,KOR,410,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,64,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Korea, Republic of",KR,KOR,410,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,50.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Moldova, Republic of",MD,MDA,498,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,38.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Moldova, Republic of",MD,MDA,498,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,66.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Moldova, Republic of",MD,MDA,498,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,52.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Romania,RO,ROU,642,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,40.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Romania,RO,ROU,642,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,68.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Romania,RO,ROU,642,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,55.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Russia,RU,RUS,643,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,34.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Russia,RU,RUS,643,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,44.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Russia,RU,RUS,643,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,39.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
